,Name,Type,Alias,Rating,Num_Reviews,THC%,Other_Cannabinoids,Main_Effect,Terpene
2715,Garlic Zkittlez,Hybrid,"aka Garlic Skittles, Garlic Zkittles",4.5,2,THC —,CBD —,Focused,
2716,Hawaiian Diesel,Sativa,NA,4.3,38,THC —,CBD —,Aroused,
2717,Oregon Lemons,Hybrid,NA,4.9,11,THC 19%,CBG 1%,Giggly,Myrcene
2718,Chem i95,Unknown,NA,5.0,3,THC 23%,CBG 1%,Sleepy,Limonene
2719,Stir Fry,Unknown,NA,4.8,5,THC 18%,CBD 0%,Sleepy,Caryophyllene
2720,Sweet Zkittlez,Unknown,NA,5.0,1,THC —,CBD —,Giggly,
2721,Zprite,Hybrid,NA,4.2,5,THC 19%,CBG 1%,Energetic,Terpinolene
2722,Split Vanilla,Unknown,NA,4.8,5,THC —,CBD —,Giggly,
2723,Tomb Raider,Unknown,NA,5.0,2,THC 30%,CBG 2%,Talkative,Myrcene
2724,Ripple,Hybrid,NA,4.0,2,THC 16%,CBG 1%,Uplifted,Caryophyllene
2725,Purple Nepal,Indica,NA,4.2,66,THC 16%,CBD 0%,Sleepy,Myrcene
2726,Durban Dawg,Unknown,NA,4.8,5,THC 21%,CBG 1%,Talkative,Myrcene
2727,Face Off OG Bx1,Hybrid,NA,4.7,3,THC —,CBD —,Uplifted,
2728,Lemon Shortbread,Unknown,NA,4.2,5,THC 16%,CBG 1%,Tingly,Myrcene
2729,Blue Zombie,Indica,NA,4.8,17,THC —,CBD —,Hungry,
2730,Pineapple Dream,Hybrid,NA,3.0,3,THC 23%,CBG 1%,Giggly,Myrcene
2731,Ice Man,Unknown,NA,4.3,3,THC —,CBD —,Uplifted,
2732,God's Bubba,Indica,NA,4.5,14,THC —,CBD —,Relaxed,
2733,Frozen Tangerines,Hybrid,NA,4.0,4,THC 17%,CBG 1%,Focused,Myrcene
2734,The Real McCoy,Hybrid,NA,4.8,4,THC 24%,CBG 1%,Tingly,Myrcene
2735,Breathwork,Hybrid,aka Breath Work,3.3,3,THC 17%,CBG 1%,Talkative,Limonene
2736,Tartukan Death Weed,Hybrid,NA,4.8,4,THC —,CBD —,Energetic,
2737,Chemdog #4 x Alien OG Kush,Hybrid,aka Chemdawg #4 x Alien OG Kush,4.5,28,THC —,CBD —,Energetic,
2738,Kentucky Bluegrass,Hybrid,NA,4.5,8,THC —,CBD —,Euphoric,
2739,Watermelon Sangria,Hybrid,NA,5.0,3,THC 22%,CBG 1%,Happy,Limonene
2740,Jack's Dream,Hybrid,NA,4.4,25,THC 16%,CBD 0%,Focused,Myrcene
2741,Blue Heron,Hybrid,NA,4.8,18,THC —,CBD —,Sleepy,
2742,The Cube,Hybrid,NA,5.0,1,THC 17%,CBG 1%,Sleepy,Myrcene
2743,Ms. Universe,Hybrid,NA,3.5,14,THC 9%,CBG 1%,Tingly,Caryophyllene
2744,Snake Venom,Hybrid,NA,,,THC —,CBD —,,
2745,Devil's Tit,Sativa,NA,4.4,16,THC —,CBD —,Focused,
2746,Early Glue RBx1,Hybrid,NA,4.5,11,THC —,CBD —,Tingly,
2747,Hawaiian Skunk,Hybrid,NA,4.1,52,THC 18%,CBG 2%,Euphoric,Myrcene
2748,Dizzy OG,Hybrid,NA,4.5,16,THC 18%,CBD 0%,Energetic,Limonene
2749,Grizzly Glue,Hybrid,NA,5.0,3,THC 22%,CBD 0%,Tingly,Myrcene
2750,Master Jedi,Indica,aka Master Jedi OG,4.4,74,THC —,CBD —,Hungry,
2751,The Y,Hybrid,NA,,,THC —,CBD —,,
2752,Ghost Bubba,Hybrid,NA,4.4,30,THC —,CBD —,Euphoric,
2753,Blueberry Lambsbread,Hybrid,"aka Blueberry Lamb's Breath, Blue Lambsbread, Blue Lamb's Breath",4.8,16,THC 9%,CBD 0%,Hungry,Myrcene
2754,Tropical Tang,Hybrid,NA,4.5,25,THC —,CBD —,Happy,
2755,Lucifer OG,Indica,NA,3.8,6,THC 25%,CBG 1%,Hungry,Myrcene
2756,Chocolate Covered Strawberries,Hybrid,NA,4.7,3,THC 14%,CBD 0%,Hungry,Myrcene
2757,Fruity Thai,Hybrid,NA,5.0,2,THC —,CBD —,Focused,
2758,Larry Bubba,Hybrid,NA,4.3,6,THC 16%,CBD 0%,Sleepy,Caryophyllene
2759,Mother Tongue,Sativa,NA,4.5,31,THC 19%,CBG 1%,Energetic,Myrcene
2760,Tony Montana,Unknown,NA,4.7,3,THC —,CBD —,Creative,
2761,Chem Trails,Hybrid,aka Chemtrails,,,THC 24%,CBG 1%,,Caryophyllene
2762,Tangie Ghost Train,Sativa,NA,4.7,9,THC 16%,CBG 1%,Energetic,Myrcene
2763,Carnival,Sativa,NA,4.4,14,THC 18%,CBG 1%,Talkative,Terpinolene
2764,XXX 420,Indica,NA,4.2,19,THC —,CBD —,Aroused,
2765,Pitbull,Indica,NA,4.2,171,THC 18%,CBD 0%,Sleepy,Terpinolene
2766,Ophelia,Hybrid,NA,4.6,8,THC —,CBD —,Focused,
2768,Dojo Kush,Hybrid,NA,5.0,2,THC 19%,CBG 1%,Aroused,Myrcene
2769,Fuel Cake,Hybrid,NA,5.0,2,THC —,CBD —,,
2770,Skydog,Indica,NA,4.5,26,THC —,CBD —,Focused,
2771,Fire Stomper,Hybrid,NA,4.1,7,THC —,CBD —,Relaxed,
2772,Big Kush,Hybrid,NA,4.4,15,THC —,CBD —,Uplifted,
2773,Opal OG Kush,Indica,"aka Opal OG, Opal Kush",4.5,18,THC 23%,CBG 1%,Aroused,Myrcene
2774,Hashberry,Indica,NA,4.3,108,THC 11%,CBG 1%,Sleepy,Myrcene
2775,Spicy Disco,Hybrid,NA,4.0,1,THC —,CBD —,Talkative,
2776,Venus OG,Hybrid,NA,4.8,10,THC —,CBD —,Talkative,
2777,Barbara Bud,Indica,NA,3.7,38,THC —,CBD —,Sleepy,
2778,Banana Do-Si-Dos,Hybrid,aka Banana Do-Si-Do,4.5,4,THC —,CBD —,Happy,
2779,Sherb Octane,Hybrid,NA,4.5,8,THC —,CBD —,Euphoric,
2780,White Lavender,Hybrid,NA,4.1,64,THC 18%,CBG 1%,Euphoric,Pinene
2781,Rise ‘n’ Shine,Hybrid,NA,4.7,9,THC —,CBD —,Giggly,
2782,Star 91,Unknown,NA,4.1,11,THC —,CBD —,Sleepy,
2783,Strawberry Alien Kush,Hybrid,NA,4.3,3,THC 14%,CBD 0%,Relaxed,Limonene
2784,Citrus Splash,Hybrid,NA,5.0,3,THC —,CBD —,Hungry,
2785,Blue Angel Cookies,Unknown,NA,3.7,3,THC 20%,CBG 1%,Hungry,Caryophyllene
2786,California Hash Plant,Indica,NA,4.3,9,THC 23%,CBD 0%,Talkative,Myrcene
2787,Golden Kush,Hybrid,NA,4.5,2,THC 24%,CBG 1%,,Caryophyllene
2788,Gorilla Balls,Hybrid,NA,4.8,4,THC 25%,CBG 1%,,Myrcene
2789,Sasquatch,Hybrid,NA,4.3,3,THC 18%,CBG 1%,Giggly,Myrcene
2790,Jade Kush,Hybrid,aka Jade,5.0,1,THC 15%,CBD 0%,,Limonene
2791,AK 420,Unknown,NA,3.7,3,THC —,CBD —,Talkative,
2792,Kilimanjaro,Sativa,NA,4.5,125,THC —,CBD —,Energetic,
2793,Sour Urkle,Hybrid,aka Sour Purple Urkle,4.6,60,THC —,CBD —,Hungry,
2794,Good Dawg,Unknown,NA,4.5,11,THC 27%,CBG 1%,Relaxed,Caryophyllene
2795,Joker's Web,Hybrid,NA,4.5,2,THC —,CBD —,Hungry,
2796,Kali Kandy,Unknown,NA,5.0,7,THC —,CBD —,Focused,
2797,Belladonna,Hybrid,NA,4.1,30,THC 15%,CBG 1%,Sleepy,Limonene
2798,Wolfberry,Hybrid,NA,4.3,4,THC —,CBD —,Aroused,
2799,Blue Maui,Hybrid,NA,5.0,4,THC —,CBD —,Aroused,
2800,Gelato Mimosa,Unknown,NA,5.0,1,THC —,CBD —,Sleepy,
2801,G13 Skunk,Hybrid,NA,5.0,3,THC 12%,CBD 0%,Giggly,Caryophyllene
2802,Chemnesia,Hybrid,NA,4.8,11,THC —,CBD —,Euphoric,
2803,Cindy's Slurry,Hybrid,NA,,,THC —,CBD —,,
2804,KGB,Hybrid,aka Killer Green Bud,5.0,1,THC 23%,CBG 1%,,Caryophyllene
2805,Honey Kush,Hybrid,NA,4.5,2,THC —,CBD —,Sleepy,
2806,Sour D*OG,Hybrid,NA,5.0,2,THC 19%,CBG 1%,Giggly,Pinene
2807,Scarface OG,Indica,aka Scarface,5.0,4,THC —,CBD —,Uplifted,
2808,Monkey Thunder,Hybrid,NA,4.0,5,THC 20%,CBG 1%,Sleepy,Myrcene
2809,Atomical Haze,Sativa,aka Atomical,4.4,25,THC —,CBD —,Talkative,
2810,Blue Wolf,Sativa,NA,4.4,9,THC —,CBD —,Talkative,
2811,Crystal OG,Hybrid,aka Crystal,5.0,1,THC —,CBD —,Talkative,
2812,Hawaiian Delight,Indica,aka HD,4.0,13,THC —,CBD —,Tingly,
2813,Broken Coast,Unknown,NA,5.0,2,THC —,CBD —,Aroused,
2814,Mendo Purple,Unknown,NA,4.0,4,THC 17%,CBD 0%,Sleepy,Myrcene
2815,California Limes,Sativa,NA,5.0,3,THC —,CBD —,Giggly,
2816,Moon Glow,Hybrid,NA,5.0,1,THC —,CBD —,,
2817,503 Wifi,Sativa,"aka White Fire OG, Wifi OG, Wifi",5.0,2,THC 24%,CBG 1%,Euphoric,Caryophyllene
2818,Vietnamese Black,Sativa,aka Vietnam Black,5.0,2,THC —,CBD —,,
2819,Peach Mango,Unknown,NA,4.5,2,THC —,CBD —,Uplifted,
2820,Tropical Sunrise,Hybrid,NA,3.9,11,THC —,CBD —,Focused,
2821,Neon Lights,Hybrid,NA,5.0,2,THC 19%,CBG 1%,Aroused,Caryophyllene
2822,Sour Bobby,Hybrid,NA,4.5,15,THC —,CBD —,Sleepy,
2823,California Sour Diesel,Hybrid,NA,4.2,5,THC —,CBD —,Focused,
2824,Concord Cream,Hybrid,NA,4.3,6,THC —,CBD —,Talkative,
2825,Sticky Lemons,Hybrid,NA,4.7,3,THC 15%,THCV 1%,Giggly,Limonene
2826,Titan Haze,Sativa,aka Titan's Haze,4.4,5,THC 22%,CBG 1%,Tingly,Myrcene
2827,Chuck OG,Hybrid,NA,4.8,8,THC —,CBD —,Creative,
2828,Swiss Indica,Indica,aka Switzerland,4.0,8,THC 19%,CBD 0%,Energetic,Caryophyllene
2829,Cafe Racer,Hybrid,NA,4.7,3,THC —,CBD —,Sleepy,
2830,Rocky Mountain Blueberry,Indica,aka RM Blueberry,4.5,20,THC —,CBD —,Euphoric,
2831,T. Sage,Hybrid,NA,4.5,4,THC 19%,CBD 0%,Happy,Myrcene
2832,Samoa Kush,Hybrid,NA,4.6,9,THC 28%,CBG 2%,Talkative,Caryophyllene
2833,Urkle Train Haze,Hybrid,aka Purple Urkle Train Haze,4.8,52,THC —,CBD —,Happy,
2834,Bermuda Sour,Hybrid,NA,4.7,3,THC —,CBD —,Hungry,
2835,Mac #9,Unknown,NA,5.0,3,THC 17%,CBG 1%,Aroused,Terpinolene
2836,Bubblegum Diesel,Unknown,NA,4.8,6,THC —,CBD —,Hungry,
2837,Gunslinger,Hybrid,NA,4.6,15,THC 17%,CBD 0%,Sleepy,Myrcene
2838,Jack Kush,Hybrid,NA,4.1,37,THC —,CBD —,Hungry,
2839,Kuchi,Hybrid,NA,3.7,10,THC —,CBD —,Aroused,
2840,Muddy Waters,Unknown,NA,4.5,6,THC —,CBD —,Tingly,
2841,Donna OG,Hybrid,aka Donna OG Kush,4.6,83,THC —,CBD —,Hungry,
2842,Grandaddy Glue,Hybrid,NA,5.0,1,THC 22%,CBG 1%,Creative,Limonene
2843,Frankenberry,Hybrid,aka The Frankenberry,4.1,9,THC 16%,CBG 1%,Hungry,Myrcene
2844,Spaceberry,Hybrid,aka Space Berry,4.3,4,THC —,CBD —,Creative,
2845,C13 Haze,Sativa,NA,4.4,17,THC —,CBD —,Giggly,
2846,Manitoba Poison,Hybrid,NA,4.5,8,THC —,CBD —,Focused,
2847,Blueberry Ghost OG,Hybrid,NA,5.0,3,THC —,CBD —,Tingly,
2848,Hawaiian Sunrise,Hybrid,NA,4.3,11,THC 19%,CBG 1%,Uplifted,Myrcene
2849,Cosmic Glue,Hybrid,NA,4.0,2,THC —,CBD —,,
2850,White Grapefruit Cookies,Hybrid,NA,5.0,4,THC 18%,CBD 0%,Focused,Myrcene
2851,Best Friend OG,Hybrid,NA,4.4,5,THC —,CBD —,Hungry,
2852,Afghan Sour Kush,Indica,NA,4.6,19,THC —,CBD —,Aroused,
2853,Purple Linda,Indica,NA,4.3,4,THC 16%,CBG 1%,Relaxed,Limonene
2854,Orange Valley OG,Hybrid,NA,4.0,3,THC —,CBD —,Giggly,
2855,Snow Ryder,Indica,NA,4.5,2,THC —,CBD —,Aroused,
2856,Critique,Hybrid,NA,4.8,5,THC —,CBD —,Energetic,
2857,Banana Trail Mix,Hybrid,NA,4.5,11,THC —,CBD —,Giggly,
2858,The Shire,Hybrid,NA,4.7,6,THC 19%,CBG 1%,Giggly,Limonene
2859,Molotov Cocktail,Unknown,NA,5.0,2,THC —,CBD —,Sleepy,
2860,Rocky Dennis,Hybrid,NA,4.8,36,THC —,CBD —,Euphoric,
2861,Sky Pilot,Hybrid,NA,4.0,17,THC —,CBD —,Happy,
2862,Magnum PI,Sativa,NA,4.4,21,THC 21%,CBD 1%,Focused,Limonene
2863,Chocolate Grape Diesel,Hybrid,NA,4.7,7,THC 21%,CBG 1%,Happy,Caryophyllene
2864,Joe’s Lemonade,Sativa,NA,4.3,4,THC 18%,CBG 1%,,Caryophyllene
2865,Sweet Baby Jane,Indica,NA,4.3,24,THC 20%,CBG 1%,Sleepy,Myrcene
2866,Orange Ghost,Hybrid,NA,4.9,9,THC 23%,CBG 1%,Euphoric,Limonene
2867,Blueberry Breath,Unknown,NA,5.0,3,THC —,CBD —,Hungry,
2868,Bettie Page,Hybrid,NA,4.3,36,THC 19%,CBG 1%,Aroused,Myrcene
2869,Jet-A,Hybrid,NA,4.8,4,THC 20%,CBG 1%,Uplifted,Limonene
2870,Citrus Cooler,Unknown,NA,5.0,2,THC —,CBD —,Happy,
2871,Aurora Chem Haze,Hybrid,NA,,,THC —,CBD —,,
2872,Strawberry Durban Diesel,Sativa,aka Durban Diesel,4.5,8,THC 20%,CBG 1%,Focused,Myrcene
2873,Fire Alien Strawberry,Hybrid,NA,4.0,5,THC 23%,CBD 0%,Hungry,Pinene
2874,Berry Blossom,Hybrid,NA,5.0,2,THC 12%,CBD 0%,,Caryophyllene
2875,The Gift,Hybrid,aka RG8,4.9,10,THC 15%,CBD 0%,Aroused,Limonene
2876,Katana Kush,Hybrid,NA,4.3,3,THC 17%,CBD 0%,Uplifted,Pinene
2877,Lime Diesel,Hybrid,NA,4.5,2,THC —,CBD —,Tingly,
2878,California Black Roze,Hybrid,NA,4.0,1,THC —,CBD —,,
2879,Marcosus Marshmellow,Hybrid,NA,4.1,14,THC —,CBD —,Euphoric,
2880,Dark Blue Dream,Hybrid,NA,4.4,70,THC 19%,CBD 0%,Giggly,Myrcene
2881,Sour Oranges,Hybrid,aka Sour Orange,4.7,3,THC 16%,CBG 1%,Talkative,Myrcene
2882,Pineapple Preserves,Hybrid,NA,4.5,2,THC 20%,CBG 1%,,Myrcene
2883,Pine Tree OG,Unknown,NA,,,THC —,CBD —,,
2884,Connie Chung,Hybrid,NA,4.1,81,THC —,CBD —,Sleepy,
2885,Super Sweet,Hybrid,NA,4.7,57,THC —,CBD —,Giggly,
2886,NightFire OG,Sativa,NA,4.2,39,THC 20%,CBG 1%,Energetic,Myrcene
2887,Jock Horror,Sativa,NA,3.9,24,THC —,CBD —,Aroused,
2888,Katsu,Indica,aka Katsu Kush,4.2,46,THC 20%,CBD 0%,Sleepy,Pinene
2889,Liquid Butter,Indica,NA,4.4,59,THC 22%,CBD 0%,Sleepy,Myrcene
2890,Nitrous,Unknown,NA,4.3,3,THC —,CBD —,Tingly,
2891,309 OG,Hybrid,NA,4.5,2,THC —,CBD —,Relaxed,
2892,Chardonnay,Hybrid,NA,4.7,3,THC —,CBD —,Sleepy,
2893,Blue Nightmare,Hybrid,NA,4.6,50,THC —,CBD —,Giggly,
2894,Purple AK-47,Hybrid,NA,4.1,74,THC —,CBD —,Sleepy,
2895,Voodoo Child,Hybrid,NA,4.7,3,THC 23%,CBG 1%,Hungry,Myrcene
2897,The Grape Gatsby,Unknown,NA,4.3,6,THC —,CBD —,Tingly,
2898,Abracadabra,Hybrid,"aka Abbacadabra, Abra Cadabra",4.5,2,THC —,CBD —,Tingly,
2899,Humdinger OG,Indica,NA,4.3,6,THC —,CBD —,Relaxed,
2900,Super G,Sativa,NA,4.6,8,THC —,CBD —,Creative,
2901,Star Master Kush,Indica,aka SMK,4.8,20,THC 20%,CBG 1%,Sleepy,Myrcene
2902,Emerald Jack,Sativa,NA,4.4,84,THC 16%,CBG 1%,Energetic,Caryophyllene
2903,Silver Cheese,Hybrid,NA,4.2,9,THC —,CBD —,Euphoric,
2904,Fall ‘97,Hybrid,NA,4.2,5,THC —,CBD —,,
2905,Cali Jack,Hybrid,NA,4.6,8,THC 21%,CBG 2%,Creative,Terpinolene
2906,Ice Princess,Hybrid,NA,4.7,3,THC —,CBD —,Uplifted,
2907,Hawaiian Mayan Gold,Sativa,NA,4.8,13,THC —,CBD —,Energetic,
2908,Zoinks,Hybrid,aka Zoinks!,5.0,1,THC —,CBD —,Tingly,
2909,White Choco Haze,Sativa,NA,4.5,2,THC —,CBD —,Creative,
2910,Lemon Stilton,Unknown,NA,4.8,12,THC —,CBD —,Hungry,
2911,Double Stuffed Sorbet,Hybrid,NA,4.9,7,THC —,CBD —,Giggly,
2912,K-Train,Indica,NA,4.5,36,THC —,CBD —,Euphoric,
2913,OG Critical,Hybrid,aka Critical OG,,,THC —,CBD —,,
2914,Jane Doe,Hybrid,NA,4.5,13,THC 20%,CBG 1%,Tingly,Limonene
2915,Budzilla,Hybrid,NA,4.5,4,THC —,CBD —,Tingly,
2916,South Asian Indica,Indica,NA,4.4,5,THC —,CBD —,Talkative,
2917,Ripped Bubba,Hybrid,aka Ripped Bubba Kush,4.2,80,THC 16%,CBD 0%,Creative,Terpinolene
2918,Mexican Kush,Hybrid,NA,4.7,3,THC —,CBD —,Relaxed,
2919,Grape Gobstopper Kush,Hybrid,NA,5.0,1,THC —,CBD —,Talkative,
2920,Obi Wan OG,Hybrid,NA,5.0,1,THC 21%,CBG 1%,Happy,Myrcene
2921,Miss X,Hybrid,NA,5.0,3,THC —,CBD —,Aroused,
2922,Atlantic Kush,Hybrid,NA,5.0,3,THC —,CBD —,,
2923,Abomination,Hybrid,NA,4.6,8,THC 30%,CBG 1%,Focused,Limonene
2924,Vice City,Hybrid,NA,,,THC 19%,CBG 1%,,Myrcene
2925,Sunset Strip,Hybrid,NA,4.6,5,THC 14%,CBD 0%,Talkative,Caryophyllene
2926,Pan Jam,Hybrid,NA,5.0,1,THC —,CBD —,Giggly,
2927,Limonata,Unknown,NA,5.0,4,THC 20%,CBG 2%,Energetic,Terpinolene
2928,African Orange Glue,Hybrid,NA,,,THC 16%,CBG 1%,,Myrcene
2929,Citrus Funk,Unknown,NA,4.3,4,THC 26%,CBG 1%,Talkative,Myrcene
2930,Huckleberry Diesel,Hybrid,NA,4.4,12,THC 22%,CBG 1%,Aroused,Limonene
2931,Kiss,Hybrid,aka Queso,4.2,11,THC 16%,CBG 2%,Hungry,Myrcene
2932,Dozizoz,Unknown,NA,4.3,3,THC 26%,CBG 2%,Hungry,Limonene
2933,Pink Taco,Hybrid,NA,4.5,6,THC 23%,CBG 1%,Sleepy,Limonene
2934,Congolese Kush,Hybrid,aka Congo Kush,4.5,6,THC —,CBD —,Creative,
2935,Industrial Plant,Hybrid,NA,4.3,18,THC —,CBD —,Energetic,
2936,Bubba x Skunk,Hybrid,NA,5.0,7,THC —,CBD —,Tingly,
2937,Grape Smuggler,Hybrid,NA,5.0,2,THC 16%,CBG 1%,Sleepy,Caryophyllene
2938,Bandana,Hybrid,aka Bandana OG,4.3,9,THC 13%,CBD 0%,Euphoric,Limonene
2939,Godfather Purple Kush,Indica,NA,4.4,22,THC —,CBD —,Tingly,
2940,Webster,Sativa,NA,4.3,10,THC 20%,CBG 1%,Aroused,Terpinolene
2941,Delicious Candy,Hybrid,NA,4.3,12,THC —,CBD —,Uplifted,
2942,Doc Brownie,Hybrid,NA,3.7,3,THC —,CBD —,Uplifted,
2943,Trash,Hybrid,NA,4.7,11,THC —,CBD —,Focused,
2944,Misty Kush,Indica,aka Misty,4.5,29,THC 10%,CBD 0%,Happy,Myrcene
2945,Chloe,Hybrid,NA,4.9,38,THC —,CBD —,Energetic,
2946,Pine Cone,Hybrid,NA,4.7,7,THC —,CBD —,Tingly,
2947,Pink #1,Unknown,NA,4.5,2,THC 17%,CBG 1%,Euphoric,Myrcene
2948,Pure Love,Indica,NA,4.7,23,THC —,CBD —,Hungry,
2949,Morning Star,Hybrid,NA,4.3,26,THC —,CBD —,Uplifted,
2950,Omega,Hybrid,NA,4.8,32,THC —,CBD —,Tingly,
2951,Tree of Life,Hybrid,NA,4.9,14,THC 15%,CBD 0%,Creative,Terpinolene
2952,Elephant Ears,Hybrid,NA,5.0,10,THC —,CBD —,Giggly,
2954,Citrus Berry,Hybrid,NA,4.3,4,THC 21%,CBG 1%,,Limonene
2955,Orange Mojito,Hybrid,NA,5.0,2,THC 27%,CBG 1%,Creative,Limonene
2956,Loud Lemonade,Hybrid,NA,4.4,5,THC 18%,CBG 2%,Tingly,Myrcene
2957,Pink Sunset,Indica,NA,4.7,13,THC 17%,CBG 1%,Tingly,Myrcene
2958,Bodega Bubblegum,Hybrid,NA,4.5,23,THC —,CBD —,Giggly,
2959,Grimmdica,Indica,NA,4.5,22,THC 18%,CBG 1%,Sleepy,Myrcene
2960,Hell Raiser OG,Hybrid,aka Hell Raiser OG Kush,4.6,38,THC 16%,CBG 1%,Hungry,Terpinolene
2961,Ketama,Indica,NA,3.8,9,THC —,CBD —,Aroused,
2962,Dark Angel,Hybrid,NA,4.8,5,THC 16%,CBD 0%,Happy,Myrcene
2963,WTF,Hybrid,NA,4.5,13,THC 14%,CBD 0%,Happy,Myrcene
2964,Jack OG,Hybrid,NA,4.5,2,THC 18%,CBD 0%,Giggly,Myrcene
2965,Star Berry Indica,Indica,NA,4.5,16,THC 20%,CBG 1%,Sleepy,Caryophyllene
2966,Animal Candy,Unknown,NA,4.3,7,THC 17%,CBG 1%,Giggly,Limonene
2967,Purps OG,Hybrid,aka OG Purps,5.0,1,THC 14%,CBD 0%,Sleepy,Myrcene
2968,Bubble Cheese,Indica,NA,3.9,20,THC —,CBD —,Hungry,
2969,Mother of All Cherries,Indica,NA,4.7,3,THC —,CBD —,Happy,
2970,Zoom Pie,Indica,aka Zombie Pie,4.6,10,THC —,CBD —,Hungry,
2971,Lemon Stomper,Hybrid,NA,5.0,1,THC 14%,CBD 0%,Aroused,Myrcene
2972,Strawberry Moon,Hybrid,NA,,,THC —,CBD —,,
2973,Bloodwalker,Hybrid,NA,4.7,16,THC —,CBD —,Uplifted,
2974,Mt. Rainier,Hybrid,aka Mount Rainier,4.7,15,THC —,CBD —,Aroused,
2975,5 Alive,Hybrid,aka Five Alive,4.3,3,THC —,CBD —,Hungry,
2976,Cookie Jar,Hybrid,NA,4.8,18,THC 20%,CBG 1%,Euphoric,Caryophyllene
2977,Alchemy,Hybrid,NA,4.6,14,THC 15%,CBG 1%,Hungry,Myrcene
2978,Skunk 47,Indica,aka AK Skunk,4.3,30,THC 15%,CBD 0%,Relaxed,Myrcene
2979,Jamaican Lion,Sativa,NA,4.7,27,THC —,CBD —,Uplifted,
2980,Sputnik,Sativa,NA,4.5,19,THC —,CBD —,Tingly,
2981,Purple Mr. Nice Guy,Indica,aka Purple Mr. Nice,4.1,155,THC 14%,CBD 0%,Sleepy,Myrcene
2982,Pineapple Poison,Unknown,NA,4.7,3,THC —,CBD —,Focused,
2983,Sour Face,Hybrid,NA,5.0,1,THC 24%,CBG 1%,,Pinene
2984,Brainwreck,Hybrid,NA,4.5,17,THC 17%,CBG 1%,Creative,Myrcene
2985,Snow Diesel,Hybrid,NA,3.4,9,THC 12%,CBG 1%,Hungry,Caryophyllene
2986,China Yunnan,Indica,NA,4.4,9,THC —,CBD —,Sleepy,
2987,Double Cup,Hybrid,NA,3.3,3,THC —,CBD —,Sleepy,
2988,Candy Chem,Unknown,NA,3.7,3,THC 16%,CBD 0%,Aroused,Myrcene
2989,Boomtown,Hybrid,aka Boom Town,4.0,6,THC —,CBD —,Hungry,
2990,Badazz Cheese,Indica,NA,4.7,3,THC —,CBD —,Talkative,
2991,Canis Majoris,Hybrid,NA,,,THC 16%,CBD 0%,,Myrcene
2992,Erez,Indica,NA,4.3,35,THC —,CBD —,Sleepy,
2993,Green Python,Indica,NA,4.5,6,THC —,CBD —,Sleepy,
2994,Mandarin Jack,Hybrid,NA,5.0,2,THC —,CBD —,Aroused,
2995,303 Kush,Indica,"aka 303 OG, 303, 303 OG Kush",4.2,81,THC 20%,CBD 0%,Sleepy,Limonene
2996,Jam Session,Unknown,NA,4.8,4,THC —,CBD —,Euphoric,
2997,Red Dwarf,Indica,NA,4.3,28,THC —,CBD —,Sleepy,
2998,818 OG,Indica,aka 818 OG Kush,4.7,40,THC —,CBD —,Sleepy,
2999,Tasty Waves,Hybrid,NA,4.4,7,THC 23%,CBG 1%,Aroused,Myrcene
3000,﻿Strawberry Blue,Sativa,NA,4.1,56,THC 14%,CBG 1%,Energetic,Pinene
3001,Turbo Lemon Cake,Sativa,NA,5.0,1,THC —,CBD —,,
3002,Cotton Purple Chem,Hybrid,"aka CPC, Purple Cotton Chem",4.4,16,THC —,CBD —,Relaxed,
3003,Royal Chemdawg,Hybrid,aka Royal Chemdog,4.4,16,THC —,CBD —,Hungry,
3004,Yoda's Brain,Indica,NA,4.9,21,THC —,CBD —,Sleepy,
3005,White Siberian,Hybrid,NA,4.4,44,THC 16%,CBD 0%,Aroused,Caryophyllene
3006,Easy Rider,Hybrid,NA,5.0,3,THC 16%,CBD 0%,Aroused,Pinene
3007,Beastmode 2.0,Indica,NA,4.6,18,THC —,CBD —,Relaxed,
3008,Powernap,Hybrid,NA,4.3,8,THC 24%,CBG 1%,Sleepy,Limonene
3009,Strawberry Headband,Hybrid,NA,4.4,5,THC —,CBD —,Creative,
3010,Purple Tonic,Indica,NA,4.1,15,THC —,CBD —,Happy,
3011,Alcoholic Alligator,Hybrid,NA,5.0,4,THC 26%,CBG 1%,Focused,Myrcene
3012,Chem Jack,Hybrid,aka Jack Dawg,4.7,3,THC 22%,CBD 0%,Talkative,Terpinolene
3013,Shangri-La,Hybrid,NA,4.6,54,THC 17%,CBD 0%,Uplifted,Myrcene
3014,Anesthesia,Indica,NA,3.5,49,THC —,CBD —,Sleepy,
3015,Green Magic,Hybrid,NA,4.4,12,THC 16%,CBD 0%,Tingly,Myrcene
3016,Crockett’s Dog,Hybrid,aka Crockett's Dawg,5.0,4,THC 19%,CBG 1%,Aroused,Myrcene
3017,Peach Flambe,Sativa,NA,4.7,3,THC —,CBD —,,
3018,Bubble Bomb,Hybrid,NA,5.0,6,THC 19%,CBG 1%,Aroused,Myrcene
3019,Ghost of Lee Roy,Hybrid,NA,4.8,10,THC —,CBD —,Happy,
3020,MC1,Hybrid,NA,4.8,6,THC —,CBD —,Hungry,
3021,Royal Tree Sherbet,Hybrid,NA,5.0,3,THC —,CBD —,Relaxed,
3022,Ocean View,Sativa,NA,4.2,21,THC —,CBD —,Energetic,
